0,0,0
Leon,12/07/2020,LMAO
Leon,12/07/2020,bruh moment xddddd
Leon,12/07/2020,lmao rip
Leon,12/07/2020,get dissed on by ur whole family
Leon,12/07/2020,o wow
Leon,12/07/2020,gomen I just made u the laughing stock of ur family xdd
Leon,12/07/2020,no ur not a joke smh
Leon,12/07/2020,o lol
Leon,12/07/2020,xdd
Leon,12/07/2020,are u picking weeds now xd
Leon,12/07/2020,o okay
Leon,12/07/2020,nope they're plastic
Leon,12/07/2020,they didn't have paper cards
Leon,12/07/2020,https://youtu.be/J3KA6WDAYPM
Leon,12/07/2020,YouTube
Leon,12/07/2020,TWICE
Leon,12/07/2020,TWICE DAHYUN “Feel Special” piano
Leon,12/07/2020,
Leon,12/07/2020,https://www.youtube.com/watch?v=3Girk_yc5Ok
Leon,12/07/2020,YouTube
Leon,12/07/2020,Kaely Ner
Leon,12/07/2020,namjoon being done with everything
Leon,12/07/2020,
Leon,12/07/2020,bruh there wasn't card ones
Leon,12/07/2020,bruh what's bad about plastic cards
Leon,12/07/2020,ye but
Leon,12/07/2020,there wasn't
Leon,12/07/2020,card
Leon,12/07/2020,cos they were £1
Leon,12/07/2020,aw i'm sorry kristi :(
Leon,12/07/2020,want me to buy u some card cards too
Leon,12/07/2020,on amazon
Leon,12/07/2020,gomen :(
Leon,12/07/2020,dam
Leon,12/07/2020,now i feel bad
Leon,12/07/2020,i'll buy u a set of bicycle cards kristi lol
Leon,12/07/2020,free of charge
Leon,12/07/2020,no on amazon
Leon,12/07/2020,
Leon,12/07/2020,o
Leon,12/07/2020,lol
Leon,12/07/2020,ye
Leon,12/07/2020,do u still want the plastic cards tho xd
Leon,12/07/2020,yea i am lol
Leon,12/07/2020,paying for shipping is for losers :sunglasses:
Leon,12/07/2020,o
Leon,12/07/2020,yea sure
Leon,12/07/2020,yea i'll learn the wrist cut
Leon,12/07/2020,/s
Leon,12/07/2020,:p
Leon,12/07/2020,wanna play mc xd
Leon,12/07/2020,O
Leon,12/07/2020,maji desuka
Leon,12/07/2020,bruh kristi :(
Leon,12/07/2020,jesus wtf
Leon,12/07/2020,maybe u should do some stretches
Leon,12/07/2020,o bruh :(
Leon,12/07/2020,ye now ur the one feeling sick
Leon,12/07/2020,uno reverse card bich
Leon,12/07/2020,o
Leon,12/07/2020,ok
Leon,12/07/2020,were u sick lol
Leon,12/07/2020,o ok thats good
Leon,12/07/2020,maybe u should take a nap
Leon,12/07/2020,o
Leon,12/07/2020,roald is crafting a pear rug
Leon,12/07/2020,yea its pretty shit xdd
Leon,12/07/2020,its my third pear rug too
Leon,12/07/2020,o sure
Leon,12/07/2020,are your gates open?
Leon,12/07/2020,o ok
Leon,12/07/2020,are your gates open?
Leon,12/07/2020,cos i just went to the airport and he said there's no flights
Leon,12/07/2020,uh
Leon,12/07/2020,i'm getting ready to depart
Leon,12/07/2020,i'll give u ur cool cooler tho
Leon,12/07/2020,its very cool
Leon,12/07/2020,o ok
Leon,12/07/2020,no
Leon,12/07/2020,lol
Leon,12/07/2020,o that looks pretty cool
Leon,12/07/2020,pirate cove
Leon,12/07/2020,oic
Leon,12/07/2020,u should have a custom design
Leon,12/07/2020,on the floor
Leon,12/07/2020,with one piece flag
Leon,12/07/2020,ye
Leon,12/07/2020,that's a nice centipede on the floor too
Leon,12/07/2020,there's nothing like summer on euphoria - henry
Leon,12/07/2020,as its fkin pouring down with rain
Leon,12/07/2020,o ok
Leon,12/07/2020,xdd#
Leon,12/07/2020,thanks for letting me visit :)
Leon,12/07/2020,o
Leon,12/07/2020,ye too late
Leon,12/07/2020,>:D
Leon,12/07/2020,ye it looks gud
Leon,12/07/2020,ye i'd tell u to come over but i have mannequins everywhere
Leon,12/07/2020,o
Leon,12/07/2020,lmao
Leon,12/07/2020,yee
Leon,12/07/2020,o
Leon,12/07/2020,gimme like 10m to actualyl finish placing the mannequins then
Leon,12/07/2020,o
Leon,12/07/2020,ok
Leon,12/07/2020,o :(
Leon,12/07/2020,bruh
Leon,12/07/2020,why don't u stop eating then lol
Leon,12/07/2020,btw kristi
Leon,13/07/2020,i found out today
Leon,13/07/2020,jin plays league
Leon,13/07/2020,and his favourite character
Leon,13/07/2020,is
Leon,13/07/2020,jhin
Leon,13/07/2020,bruh are u ok
Leon,13/07/2020,:((
Leon,13/07/2020,https://www.youtube.com/watch?v=gTHwq9eo6tk
Leon,13/07/2020,YouTube
Leon,13/07/2020,햄슈 HAMSUE
Leon,13/07/2020,"후에엥 드럼 카논 (반도리, 뱅드림)"
Leon,13/07/2020,
Leon,13/07/2020,fuee
